A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,samples,K_value
1e-5,1e-5,0.108113,0.466747,0.42508,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NIC523,9
1e-5,0.076427,1e-5,0.495997,0.280229,1e-5,0.147298,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NIC526,9
0.012753,0.018629,1e-5,0.219128,0.139324,1e-5,0.610125,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NIC527,9
1e-5,1e-5,1e-5,0.848299,0.099375,1e-5,0.052266,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NIC528,9
0.077692,1.8e-5,1e-5,0.696683,0.16323,1.7e-5,0.062329,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NIC529,9
1e-5,1e-5,1e-5,0.873568,1e-5,1e-5,1e-5,1e-5,0.126362,NA,NA,NA,NA,NA,NA,PB303,9
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99992,NA,NA,NA,NA,NA,NA,PB306,9
1e-5,1e-5,1.1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.999919,NA,NA,NA,NA,NA,NA,PS2025,9
0.296421,1e-5,1e-5,0.703509,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,PX179,9
0.027083,0.173681,0.00561,0.38701,0.054079,1e-5,1e-5,1e-5,0.352507,NA,NA,NA,NA,NA,NA,QG2075,9
1e-5,1e-5,1e-5,0.595336,0.315013,1e-5,1e-5,1e-5,0.089591,NA,NA,NA,NA,NA,NA,QG536,9
1e-5,1e-5,0.124143,1e-5,1e-5,1e-5,1e-5,1e-5,0.875787,NA,NA,NA,NA,NA,NA,QG556,9
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99992,NA,NA,NA,NA,NA,NA,QG557,9
1e-5,0.151751,1e-5,0.544982,1e-5,1e-5,0.255798,0.047418,1e-5,NA,NA,NA,NA,NA,NA,QW947,9
1.6e-5,1e-5,1e-5,1e-5,1.6e-5,1e-5,1e-5,0.999908,1e-5,NA,NA,NA,NA,NA,NA,QX1211,9
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99992,NA,NA,NA,NA,NA,NA,QX1212,9
1e-5,1e-5,1e-5,0.143489,1e-5,1e-5,1e-5,1e-5,0.856441,NA,NA,NA,NA,NA,NA,QX1233,9
0.116354,0.117737,0.543584,0.060997,1e-5,1e-5,0.046374,1e-5,0.114924,NA,NA,NA,NA,NA,NA,QX1791,9
1e-5,1e-5,0.608224,0.224302,0.167414,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,QX1792,9
1.4e-5,1e-5,0.820724,1e-5,0.143751,1e-5,1e-5,1e-5,0.03546,NA,NA,NA,NA,NA,NA,QX1793,9
1e-5,1e-5,0.777465,1e-5,1e-5,1e-5,1e-5,1e-5,0.222465,NA,NA,NA,NA,NA,NA,QX1794,9
1e-5,1e-5,1e-5,0.99992,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,RC301,9
1e-5,0.400274,1e-5,0.39403,1e-5,1e-5,0.077303,1e-5,0.128342,NA,NA,NA,NA,NA,NA,WN2001,9
0.254063,0.140376,1e-5,0.585719,0.019792,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,WN2002,9
1e-5,1e-5,1e-5,0.625773,1e-5,1e-5,1e-5,1e-5,0.374157,NA,NA,NA,NA,NA,NA,WN2033,9
0.385216,1e-5,1e-5,1e-5,1e-5,1e-5,0.614714,1e-5,1e-5,NA,NA,NA,NA,NA,NA,WN2050,9
1e-5,1e-5,0.637889,1e-5,1e-5,1e-5,1e-5,0.046733,0.315317,NA,NA,NA,NA,NA,NA,XZ1513,9
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99992,1e-5,NA,NA,NA,NA,NA,NA,XZ1514,9
1e-5,1e-5,0.378502,1e-5,1e-5,1e-5,1e-5,0.152825,0.468613,NA,NA,NA,NA,NA,NA,XZ1515,9
1e-5,0.123524,1e-5,1e-5,1e-5,0.216183,1e-5,0.660233,1e-5,NA,NA,NA,NA,NA,NA,XZ1516,9
0.524534,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.475406,NA,NA,NA,NA,NA,NA,NA,AB1,8
0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,BRC20067,8
0.382066,1e-5,0.029744,0.059128,1e-5,1e-5,0.529022,1e-5,NA,NA,NA,NA,NA,NA,NA,BRC20263,8
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,NA,NA,NA,NA,NA,NA,NA,CB4851,8
0.748044,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.251896,NA,NA,NA,NA,NA,NA,NA,CB4852,8
0.330678,1e-5,1e-5,0.669262,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,CB4853,8
0.546738,1e-5,1e-5,1e-5,1e-5,1e-5,0.453202,1e-5,NA,NA,NA,NA,NA,NA,NA,CB4854,8
0.176765,1e-5,1e-5,0.823175,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,CB4855,8
1e-5,0.066637,0.898443,1e-5,0.011324,1e-5,0.023556,1e-5,NA,NA,NA,NA,NA,NA,NA,CB4856,8
1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,CB4857,8
1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,CB4858,8
1e-5,0.390628,1e-5,1e-5,1e-5,1e-5,1e-5,0.609312,NA,NA,NA,NA,NA,NA,NA,CB4932,8
0.191471,1e-5,1e-5,0.623121,1e-5,1e-5,0.185358,1e-5,NA,NA,NA,NA,NA,NA,NA,CX11254,8
1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,CX11262,8
1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,CX11264,8
0.352247,1e-5,1e-5,0.263098,1e-5,1e-5,0.384606,1e-5,NA,NA,NA,NA,NA,NA,NA,CX11271,8
0.263417,1e-5,1e-5,0.544252,1e-5,1e-5,0.165713,0.026578,NA,NA,NA,NA,NA,NA,NA,CX11276,8
1e-5,1e-5,1e-5,0.665649,1e-5,1e-5,0.334291,1e-5,NA,NA,NA,NA,NA,NA,NA,CX11285,8
0.26138,1e-5,1e-5,0.73856,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,CX11292,8
0.263558,0.066991,1e-5,0.592672,0.039412,1e-5,0.037337,1e-5,NA,NA,NA,NA,NA,NA,NA,CX11307,8
1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,CX11314,8
0.146318,1e-5,1e-5,0.853622,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,CX11315,8
0.272705,0.727235,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,DL200,8
0.121314,1e-5,1e-5,0.752488,1e-5,1e-5,0.073885,0.052273,NA,NA,NA,NA,NA,NA,NA,DL226,8
1e-5,0.128667,0.841205,1e-5,0.030078,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,DL238,8
1e-5,1e-5,0.703428,0.274966,1e-5,1e-5,0.021556,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA189,8
1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA191,8
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,NA,NA,NA,NA,NA,NA,NA,ECA252,8
1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA347,8
1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA348,8
1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA349,8
1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA36,8
1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA363,8
0.028786,0.079901,0.61117,1e-5,0.093449,0.186665,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA369,8
1e-5,1e-5,0.658711,0.282928,1e-5,1e-5,0.058311,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA372,8
1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA396,8
1e-5,1e-5,0.058722,1e-5,0.100386,0.840843,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA701,8
1e-5,1e-5,0.882671,1e-5,1e-5,0.117269,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA703,8
1e-5,1e-5,0.85201,0.14793,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA705,8
1e-5,0.043134,0.956806,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA706,8
1e-5,1e-5,0.835537,0.164403,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA710,8
1e-5,1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA712,8
1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA722,8
1.1e-5,1e-5,1.2e-5,1.4e-5,1e-5,0.999923,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA723,8
1e-5,1e-5,1e-5,0.076818,1e-5,0.923122,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA724,8
1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA730,8
1e-5,1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA732,8
1e-5,1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA733,8
1e-5,1e-5,0.616648,0.383292,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA738,8
1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA740,8
1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA741,8
1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA742,8
1e-5,1e-5,0.836587,0.116414,1e-5,1e-5,1e-5,0.046949,NA,NA,NA,NA,NA,NA,NA,ECA743,8
1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA744,8
1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA745,8
1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA746,8
1e-5,1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA760,8
1e-5,1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA768,8
1e-5,1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA777,8
1e-5,1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA778,8
1e-5,1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA807,8
1e-5,1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ECA812,8
0.269623,1e-5,1e-5,0.730317,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ED3005,8
0.309742,1e-5,1e-5,0.563699,1.7e-5,1e-5,0.126502,1e-5,NA,NA,NA,NA,NA,NA,NA,ED3011,8
0.254643,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.745297,NA,NA,NA,NA,NA,NA,NA,ED3012,8
0.514374,0.436929,1e-5,1e-5,1e-5,1e-5,1e-5,0.048647,NA,NA,NA,NA,NA,NA,NA,ED3017,8
0.347364,1e-5,1e-5,1e-5,1e-5,1e-5,0.652576,1e-5,NA,NA,NA,NA,NA,NA,NA,ED3040,8
0.648687,0.147072,1e-5,1e-5,1e-5,1e-5,0.204191,1e-5,NA,NA,NA,NA,NA,NA,NA,ED3046,8
0.761065,1e-5,1.3e-5,1.4e-5,1e-5,1e-5,0.238869,1e-5,NA,NA,NA,NA,NA,NA,NA,ED3048,8
0.649416,0.140849,1e-5,1e-5,1e-5,1e-5,0.209686,1e-5,NA,NA,NA,NA,NA,NA,NA,ED3049,8
0.272007,1e-5,1e-5,1e-5,1e-5,1e-5,0.727933,1e-5,NA,NA,NA,NA,NA,NA,NA,ED3052,8
0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,ED3073,8
0.798578,0.028518,1e-5,1e-5,0.01218,1e-5,0.160683,1e-5,NA,NA,NA,NA,NA,NA,NA,ED3077,8
0.641191,1e-5,1e-5,0.066513,1e-5,1e-5,1e-5,0.292247,NA,NA,NA,NA,NA,NA,NA,EG4347,8
0.732722,0.149434,1e-5,1e-5,0.117794,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,EG4349,8
0.241499,0.111919,1e-5,1e-5,1e-5,1e-5,0.624913,0.021629,NA,NA,NA,NA,NA,NA,NA,EG4724,8
0.134432,1e-5,1e-5,1e-5,0.23544,1e-5,0.630078,1e-5,NA,NA,NA,NA,NA,NA,NA,EG4725,8
0.521487,1e-5,1e-5,0.412826,1.1e-5,1e-5,1e-5,0.065637,NA,NA,NA,NA,NA,NA,NA,EG4946,8
0.921863,1e-5,1e-5,1e-5,1e-5,1e-5,0.078077,1e-5,NA,NA,NA,NA,NA,NA,NA,GXW1,8
0.705142,0.10231,1e-5,1e-5,1e-5,1e-5,0.006746,0.185762,NA,NA,NA,NA,NA,NA,NA,JT11398,8
0.824224,1e-5,1e-5,1e-5,1e-5,1e-5,0.175716,1e-5,NA,NA,NA,NA,NA,NA,NA,JU1088,8
0.23834,1e-5,1e-5,0.7616,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU1172,8
0.286885,1e-5,1e-5,1.8e-5,1e-5,1e-5,1e-5,0.713047,NA,NA,NA,NA,NA,NA,NA,JU1200,8
1e-5,0.265578,1e-5,1e-5,0.003019,1e-5,1e-5,0.731353,NA,NA,NA,NA,NA,NA,NA,JU1212,8
1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU1213,8
1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU1242,8
1e-5,0.751487,1e-5,1e-5,1e-5,1e-5,1e-5,0.248453,NA,NA,NA,NA,NA,NA,NA,JU1246,8
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,NA,NA,NA,NA,NA,NA,NA,JU1249,8
0.70483,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.29511,NA,NA,NA,NA,NA,NA,NA,JU1395,8
0.285994,0.368027,1e-5,1e-5,0.053237,1e-5,0.292702,1e-5,NA,NA,NA,NA,NA,NA,NA,JU1400,8
0.700891,0.113461,1e-5,1e-5,1e-5,1e-5,0.185598,1e-5,NA,NA,NA,NA,NA,NA,NA,JU1409,8
0.719217,0.166491,1e-5,1e-5,1.1e-5,1e-5,0.100007,0.014244,NA,NA,NA,NA,NA,NA,NA,JU1440,8
1e-5,0.343168,1e-5,1e-5,1e-5,1e-5,0.656772,1e-5,NA,NA,NA,NA,NA,NA,NA,JU1491,8
0.421639,0.578301,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU1530,8
0.324279,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.675661,NA,NA,NA,NA,NA,NA,NA,JU1543,8
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,NA,NA,NA,NA,NA,NA,NA,JU1568,8
1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU1580,8
0.154551,0.707302,1e-5,1e-5,1e-5,1e-5,1e-5,0.138097,NA,NA,NA,NA,NA,NA,NA,JU1581,8
0.12369,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.87625,NA,NA,NA,NA,NA,NA,NA,JU1586,8
0.580521,1e-5,1e-5,1e-5,0.033912,1e-5,0.033655,0.351872,NA,NA,NA,NA,NA,NA,NA,JU1652,8
1e-5,0.966465,1e-5,1.2e-5,1e-5,1e-5,1e-5,0.033473,NA,NA,NA,NA,NA,NA,NA,JU1666,8
1e-5,0.305949,1e-5,1e-5,1e-5,1e-5,1e-5,0.693991,NA,NA,NA,NA,NA,NA,NA,JU1792,8
1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU1793,8
0.150353,0.277098,1e-5,0.287881,1e-5,1e-5,1e-5,0.284628,NA,NA,NA,NA,NA,NA,NA,JU1808,8
0.301396,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.698544,NA,NA,NA,NA,NA,NA,NA,JU1896,8
1e-5,0.901459,1e-5,1e-5,1e-5,1e-5,1e-5,0.098481,NA,NA,NA,NA,NA,NA,NA,JU1934,8
1e-5,0.529081,0.172533,1e-5,1.9e-5,1e-5,0.254819,0.043518,NA,NA,NA,NA,NA,NA,NA,JU2001,8
0.642403,0.16977,1e-5,1e-5,0.061323,1.8e-5,0.126455,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2007,8
0.305105,1e-5,1e-5,0.694835,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2016,8
0.305665,1e-5,0.116454,0.374149,1e-5,1e-5,0.132213,0.071489,NA,NA,NA,NA,NA,NA,NA,JU2017,8
1e-5,0.853199,1e-5,1e-5,1e-5,1e-5,1e-5,0.146741,NA,NA,NA,NA,NA,NA,NA,JU2106,8
1e-5,0.826277,1e-5,1e-5,1e-5,1e-5,0.14039,0.033283,NA,NA,NA,NA,NA,NA,NA,JU2131,8
1e-5,0.769633,1e-5,1e-5,1e-5,1e-5,1e-5,0.230307,NA,NA,NA,NA,NA,NA,NA,JU2141,8
0.391419,1e-5,1e-5,1e-5,0.02416,1e-5,0.017919,0.566462,NA,NA,NA,NA,NA,NA,NA,JU2234,8
1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2250,8
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,NA,NA,NA,NA,NA,NA,NA,JU2257,8
1e-5,1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2316,8
0.661132,0.129831,1e-5,1e-5,1e-5,1e-5,0.208987,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2464,8
0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2466,8
0.270873,0.379415,1.5e-5,0.349657,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2478,8
0.884266,1e-5,1e-5,1e-5,1e-5,1e-5,0.015588,0.100096,NA,NA,NA,NA,NA,NA,NA,JU2513,8
1e-5,1e-5,1e-5,1e-5,0.599676,1e-5,0.400264,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2519,8
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2522,8
1e-5,1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2526,8
0.556298,0.443642,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2534,8
1.3e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.999927,NA,NA,NA,NA,NA,NA,NA,JU2565,8
0.11158,0.094564,1e-5,1e-5,1e-5,1e-5,1e-5,0.793806,NA,NA,NA,NA,NA,NA,NA,JU2566,8
1e-5,0.999928,1.2e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2570,8
1e-5,0.288413,1e-5,1e-5,1e-5,1e-5,1e-5,0.711527,NA,NA,NA,NA,NA,NA,NA,JU2572,8
1e-5,0.136394,1e-5,1e-5,1e-5,1e-5,1e-5,0.863546,NA,NA,NA,NA,NA,NA,NA,JU2575,8
0.344095,0.562074,0.062397,1e-5,0.001082,1e-5,1e-5,0.030322000000000002,NA,NA,NA,NA,NA,NA,NA,JU2576,8
0.530318,1e-5,1e-5,1e-5,1e-5,1e-5,0.469622,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2578,8
0.033655,0.111982,1e-5,1e-5,0.396232,1e-5,0.374133,0.083968,NA,NA,NA,NA,NA,NA,NA,JU258,8
0.537769,1e-5,0.225765,0.236416,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2581,8
0.169545,0.089345,1e-5,1e-5,0.035053,1e-5,0.706018,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2586,8
0.672927,0.118196,1e-5,0.173181,0.029996,1e-5,0.005669,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2587,8
1e-5,0.073505,1e-5,1e-5,0.026343,1e-5,0.07447,0.825643,NA,NA,NA,NA,NA,NA,NA,JU2592,8
0.737329,0.012938,0.200348,0.049345,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2593,8
1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2600,8
1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2610,8
0.705198,1e-5,1e-5,0.176836,1e-5,1e-5,0.11791600000000001,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2619,8
0.150298,0.373073,1e-5,1e-5,1e-5,1e-5,1e-5,0.476579,NA,NA,NA,NA,NA,NA,NA,JU2800,8
0.31831,1e-5,0.117519,1e-5,0.031829,1e-5,0.532301,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2811,8
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,NA,NA,NA,NA,NA,NA,NA,JU2825,8
0.66651,1e-5,0.157191,0.147991,0.028268,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2829,8
0.068234,0.03374,0.236769,0.123356,1e-5,1e-5,0.53787,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2838,8
0.64957,0.282281,1e-5,1e-5,0.068099,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2841,8
0.419856,1e-5,1e-5,1e-5,1e-5,1e-5,0.320315,0.259779,NA,NA,NA,NA,NA,NA,NA,JU2853,8
0.324926,0.148171,1e-5,0.402805,6.34e-4,1e-5,0.120632,0.002813,NA,NA,NA,NA,NA,NA,NA,JU2862,8
1e-5,1e-5,1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2866,8
0.670196,1e-5,1e-5,0.192382,1e-5,1e-5,0.137372,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2878,8
0.19118,1e-5,0.326193,0.482577,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU2879,8
0.502001,0.259362,1e-5,1e-5,1e-5,1e-5,1e-5,0.238587,NA,NA,NA,NA,NA,NA,NA,JU2906,8
0.461184,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.538756,NA,NA,NA,NA,NA,NA,NA,JU2907,8
0.408395,0.591545,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU310,8
0.056271,0.115449,1e-5,1e-5,1e-5,1e-5,1e-5,0.82823,NA,NA,NA,NA,NA,NA,NA,JU311,8
0.404775,1e-5,1e-5,1e-5,1e-5,1e-5,0.427958,0.167216,NA,NA,NA,NA,NA,NA,NA,JU3125,8
0.244792,1e-5,1e-5,1e-5,1e-5,1e-5,0.574962,0.180197,NA,NA,NA,NA,NA,NA,NA,JU3127,8
0.759543,0.220633,1e-5,1e-5,1e-5,1e-5,1e-5,0.019774,NA,NA,NA,NA,NA,NA,NA,JU3128,8
1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU3132,8
0.771537,0.127786,1e-5,1e-5,1e-5,1e-5,0.088158,0.012479,NA,NA,NA,NA,NA,NA,NA,JU3134,8
0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU3135,8
0.09244,0.281018,0.005181,1e-5,1e-5,1e-5,0.462191,0.159141,NA,NA,NA,NA,NA,NA,NA,JU3137,8
1e-5,0.99993,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU3140,8
0.59174,0.209635,1e-5,1e-5,1e-5,1e-5,0.198575,1e-5,NA,NA,NA,NA,NA,NA,NA,JU3144,8
0.380285,0.43334,1e-5,1e-5,1e-5,1e-5,0.186325,1e-5,NA,NA,NA,NA,NA,NA,NA,JU323,8
0.502912,0.497028,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU346,8
0.750066,0.134852,1e-5,0.087781,0.027262,1e-5,1e-5,1e-5,NA,NA,NA,NA,NA,NA,NA,JU360,8
0.053861,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.946079,NA,NA,NA,NA,NA,NA,NA,JU367,8
2.4e-5,0.847305,1e-5,1e-5,1e-5,1e-5,1e-5,0.152621,NA,NA,NA,NA,NA,NA,NA,JU393,8
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,NA,NA,NA,NA,NA,NA,NA,JU394,8
1e-5,0.787893,1e-5,1e-5,1e-5,1e-5,1e-5,0.212047,NA,NA,NA,NA,NA,NA,NA,JU397,8
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99993,NA,NA,NA,NA,NA,NA,NA,JU406,8
